MVDATDOC;MVALFDOC;MVNUMDOC;MVDESART;CAT_ART;MVQTAMOV;
02/10/2017;CO;2419;SCARPA ALTA STONE S3/42;SCARPA ALTA STONE M;1,000;
02/10/2017;CO;2420;PANTALONE DA LAVORO TG. L;SCARPA ALTA INVERNALE M;1,000;
02/10/2017;CO;2420;PILE TG. L;PILE L;3,000;
02/10/2017;CO;2420;SCARPA ALTA INVERNALE 696-40;PANTALONE LAVORO S;1,000;
02/10/2017;CO;2420;SCARPA ALTA INVERNALE 696-43;SCARPA ALTA INVERNALE M;1,000;
02/10/2017;CO;2421;PANTALONE DA LAVORO TG. M;PILE S;1,000;
02/10/2017;CO;2421;PANTALONE DA LAVORO TG. XL;CAMICIA;1,000;
02/10/2017;CO;2421;PANTALONE DA LAVORO TG. XXL;PANTALONE LAVORO M;1,000;
02/10/2017;CO;2421;PILE TG. M;SCARPA ALTA INVERNALE M;1,000;
02/10/2017;CO;2421;PILE TG. XL;SCARPA BASSA;1,000;
02/10/2017;CO;2421;PILE TG. XXL;PILE L;1,000;
02/10/2017;CO;2421;SCARPA ALTA INVERNALE 696-42;SCARPA ALTA INVERNALE L;2,000;
02/10/2017;CO;2421;SCARPA ALTA INVERNALE 696-44;SCARPA ALTA INVERNALE XL;1,000;
02/10/2017;CO;2422;MAGLIETTA BIANCA TG. XL;SCARPA ALTA INVERNALE M;1,000;
02/10/2017;CO;2422;PANTALONE DA LAVORO TG. L;PILE S;4,000;
02/10/2017;CO;2422;PILE TG. XL;PILE L;2,000;
02/10/2017;CO;2422;SCARPA ALTA INVERNALE 696-44;SCARPA ALTA INVERNALE XL;1,000;
02/10/2017;CO;2423;PANTALONE DA LAVORO TG. S;PANTALONE LAVORO M;1,000;
02/10/2017;CO;2423;PILE TG. S;SCARPA ALTA INVERNALE S;1,000;
02/10/2017;CO;2423;SCARPA ALTA INVERNALE 696-42;SCARPA ALTA INVERNALE L;1,000;
02/10/2017;CO;2424;MAGLIETTA BIANCA TG. L;PILE S;1,000;
02/10/2017;CO;2424;PANTALONE DA LAVORO TG. L;PILE L;3,000;
02/10/2017;CO;2424;PILE TG. L;PANTALONE LAVORO S;1,000;
02/10/2017;CO;2425;PANTALONE DA LAVORO TG. M;PANTALONE LAVORO L;1,000;
02/10/2017;CO;2425;PILE TG. M;SCARPA ALTA INVERNALE M;1,000;
02/10/2017;CO;2425;SCARPA BASSA INVERNALE 300-44;SCARPA BASSA;1,000;
02/10/2017;CO;2426;MAGLIETTA BIANCA TG. L;SCARPA BASSA;2,000;
02/10/2017;CO;2426;PANTALONE DA LAVORO TG. L;PILE S;3,000;
02/10/2017;CO;2426;PANTALONE DA LAVORO TG. XXL;PILE S;1,000;
02/10/2017;CO;2426;PILE TG. L;PANTALONE LAVORO S;4,000;
02/10/2017;CO;2426;PILE TG. XXL;PANTALONE LAVORO S;1,000;
02/10/2017;CO;2426;SCARPA ALTA INVERNALE 696-43;SCARPA ALTA INVERNALE M;2,000;
02/10/2017;CO;2426;SCARPA ALTA SCOTLAND S3/42;SCARPA ALTA SCOTLAND;1,000;
02/10/2017;CO;2426;SCARPA ALTA STONE S3/45;SCARPA ALTA STONE L;1,000;
02/10/2017;CO;2427;CAMICIA FLANELLA TG. XL;PILE S;1,000;
02/10/2017;CO;2427;PANTALONE DA LAVORO TG. M;PANTALONE LAVORO S;1,000;
02/10/2017;CO;2427;PANTALONE DA LAVORO TG. XL;SCARPA ALTA INVERNALE M;1,000;
02/10/2017;CO;2427;PILE TG. M;PILE L;2,000;
02/10/2017;CO;2427;SCARPA ALTA INVERNALE 696-43;SCARPA ALTA INVERNALE M;1,000;
02/10/2017;CO;2427;SCARPA ASFALTISTA CHAGOS TG.39;SCARPA ASFALTISTA;1,000;
02/10/2017;CO;2427;SCARPA BASSA ROCK S3/43;SCARPA BASSA;1,000;
02/10/2017;CO;2428;CAMICIA FLANELLA TG. L;PANTALONE LAVORO S;1,000;
02/10/2017;CO;2428;CAMICIA FLANELLA TG. XL;SCARPA ALTA INVERNALE L;2,000;
02/10/2017;CO;2428;CAMICIA FLANELLA TG. XXL;PILE L;1,000;
02/10/2017;CO;2428;MAGLIETTA BIANCA TG. L;PANTALONE LAVORO M;2,000;
02/10/2017;CO;2428;PANTALONE DA LAVORO TG. L;SCARPA ALTA INVERNALE XL;2,000;
02/10/2017;CO;2428;PANTALONE DA LAVORO TG. M;PILE S;2,000;
02/10/2017;CO;2428;PILE TG. L;PILE L;2,000;
02/10/2017;CO;2428;PILE TG. XL;PANTALONE LAVORO M;1,000;
02/10/2017;CO;2428;SCARPA ALTA STONE S3/44;SCARPA ALTA STONE M;1,000;
02/10/2017;CO;2428;SCARPA BASSA ROCK S3/43;SCARPA BASSA;1,000;
02/10/2017;CO;2429;CAMICIA FLANELLA TG. L;PILE S;1,000;
02/10/2017;CO;2429;MAGLIETTA BIANCA TG. XL;PANTALONE LAVORO S;5,000;
02/10/2017;CO;2429;PANTALONE DA LAVORO TG. L;SCARPA ALTA INVERNALE L;1,000;
02/10/2017;CO;2429;PILE ALTA VISIBILITA' TG. XXL;CAMICIA;1,000;
02/10/2017;CO;2429;PILE TG. M;SCARPA ALTA STONE M;1,000;
02/10/2017;CO;2429;SCARPA ALTA STONE S3/41;SCARPA ALTA STONE M;1,000;
02/10/2017;CO;2429;SCARPA BASSA INVERNALE 300-41;SCARPA BASSA;1,000;
02/10/2017;CO;2429;STIVALE IN GOMMA GIALLO TG.43;STIVALE;1,000;
02/10/2017;CO;2430;PANTALONE DA LAVORO TG. M;SCARPA ALTA INVERNALE S;1,000;
02/10/2017;CO;2430;PANTALONE DA LAVORO TG. XL;PILE S;1,000;
02/10/2017;CO;2430;PILE TG. M;PANTALONE LAVORO M;1,000;
02/10/2017;CO;2430;PILE TG. XL;SCARPA ALTA INVERNALE S;1,000;
02/10/2017;CO;2430;SCARPA ALTA INVERNALE 696-41;SCARPA ALTA INVERNALE M;1,000;
02/10/2017;CO;2430;SCARPA ALTA INVERNALE 696-44;SCARPA ALTA INVERNALE XL;1,000;
02/10/2017;CO;2430;SCARPA ALTA SCOTLAND S3/42;SCARPA ALTA SCOTLAND;1,000;
02/10/2017;CO;2430;SCARPA ALTA SCOTLAND S3/45;SCARPA ALTA SCOTLAND;1,000;
02/10/2017;CO;2431;PANTALONE DA LAVORO TG. XL;CAMICIA;2,000;
02/10/2017;CO;2431;PILE TG. XL;PANTALONE LAVORO M;2,000;
02/10/2017;CO;2431;SCARPA ALTA INVERNALE 696-42;SCARPA ALTA INVERNALE L;1,000;
02/10/2017;CO;2431;SCARPA ALTA INVERNALE 696-44;SCARPA ALTA INVERNALE XL;1,000;
02/10/2017;CO;2432;PANTALONE DA LAVORO TG. M;SCARPA ALTA INVERNALE L;1,000;
02/10/2017;CO;2432;PILE TG. L;MAGLIETTA;2,000;
02/10/2017;CO;2432;PILE TG. M;MAGLIETTA;1,000;
02/10/2017;CO;2432;SCARPA ALTA INVERNALE 696-41;SCARPA BASSA;1,000;
02/10/2017;CO;2432;SCARPA BASSA INVERNALE 300-41;SCARPA BASSA;1,000;
02/10/2017;CO;2433;CAMICIA FLANELLA TG. L;PILE S;3,000;
02/10/2017;CO;2433;CAMICIA FLANELLA TG. M;PANTALONE LAVORO S;2,000;
02/10/2017;CO;2433;CAMICIA FLANELLA TG. S;SCARPA ALTA INVERNALE S;1,000;
02/10/2017;CO;2433;CAMICIA FLANELLA TG. XXL;PILE S;1,000;
02/10/2017;CO;2433;MAGLIETTA BIANCA TG. M;PANTALONE LAVORO S;2,000;
02/10/2017;CO;2433;PANTALONE DA LAVORO TG. L;SCARPA ALTA INVERNALE S;4,000;
02/10/2017;CO;2433;PANTALONE DA LAVORO TG. M;PILE L;3,000;
02/10/2017;CO;2433;PANTALONE DA LAVORO TG. XL;PANTALONE LAVORO L;3,000;
02/10/2017;CO;2433;PILE TG. L;SCARPA ALTA INVERNALE XL;4,000;
02/10/2017;CO;2433;PILE TG. M;PILE S;1,000;
02/10/2017;CO;2433;PILE TG. XL;PILE S;2,000;
02/10/2017;CO;2433;SCARPA ALTA INVERNALE 696-44;SCARPA ALTA INVERNALE XL;1,000;
02/10/2017;CO;2433;SCARPA ALTA INVERNALE 696-45;SCARPA ALTA INVERNALE XL;1,000;
02/10/2017;CO;2433;SCARPA ALTA SCOTLAND S3/42;SCARPA ALTA SCOTLAND;1,000;
02/10/2017;CO;2433;SCARPA ALTA SCOTLAND S3/44;SCARPA ALTA SCOTLAND;1,000;
02/10/2017;CO;2433;SCARPA ALTA SCOTLAND S3/45;SCARPA ALTA SCOTLAND;1,000;
02/10/2017;CO;2433;SCARPA ALTA SCOTLAND S3/46;SCARPA ALTA SCOTLAND;1,000;
02/10/2017;CO;2433;SCARPA ALTA STONE S3/40;SCARPA ALTA STONE S;1,000;
02/10/2017;CO;2433;SCARPA ALTA STONE S3/41;SCARPA ALTA STONE M;2,000;
02/10/2017;CO;2433;SCARPA ASFALTISTA CHAGOS TG.40;SCARPA ASFALTISTA;1,000;
02/10/2017;CO;2433;SCARPA ASFALTISTA CHAGOS TG.43;SCARPA ASFALTISTA;1,000;
02/10/2017;CO;2433;SCARPA BASSA INVERNALE 300-43;SCARPA BASSA;1,000;
02/10/2017;CO;2433;SCARPA BASSA ROCK S3/45;SCARPA BASSA;1,000;
02/10/2017;CO;2433;STIVALE IN GOMMA GIALLO TG.44;STIVALE;1,000;
02/10/2017;CO;2433;TUTA VERDE TG. L;TUTA;1,000;
02/10/2017;CO;2434;PANTALONE DA LAVORO TG. M;PANTALONE LAVORO M;1,000;
02/10/2017;CO;2434;PILE TG. M;PANTALONE LAVORO M;1,000;
02/10/2017;CO;2434;SCARPA ALTA INVERNALE 696-41;SCARPA ALTA INVERNALE L;1,000;
02/10/2017;CO;2435;CAMICIA FLANELLA TG. L;SCARPA BASSA;1,000;
02/10/2017;CO;2435;CAMICIA FLANELLA TG. M;PILE S;2,000;
02/10/2017;CO;2435;PANTALONE DA LAVORO TG. L;PANTALONE LAVORO S;2,000;
02/10/2017;CO;2435;PILE TG. L;SCARPA ALTA INVERNALE S;1,000;
02/10/2017;CO;2435;SCARPA ALTA INVERNALE 696-43;SCARPA ALTA INVERNALE M;1,000;
02/10/2017;CO;2435;SCARPA ALTA INVERNALE 696-44;SCARPA ALTA INVERNALE XL;1,000;
02/10/2017;CO;2435;SCARPA BASSA INVERNALE 300-42;SCARPA BASSA;1,000;
02/10/2017;CO;2436;PANTALONE DA LAVORO TG. L;PANTALONE LAVORO S;1,000;
02/10/2017;CO;2436;PANTALONE DA LAVORO TG. XL;PANTALONE LAVORO S;1,000;
02/10/2017;CO;2436;PILE TG. XL;PANTALONE LAVORO L;1,000;
02/10/2017;CO;2436;PILE TG. XXL;SCARPA ALTA INVERNALE S;1,000;
02/10/2017;CO;2436;SCARPA ALTA INVERNALE 696-41;SCARPA ALTA INVERNALE M;1,000;
02/10/2017;CO;2436;SCARPA ALTA INVERNALE 696-42;SCARPA ALTA INVERNALE L;1,000;
02/10/2017;CO;2437;PANTALONE DA LAVORO TG. XXL;SCARPA ALTA INVERNALE XL;1,000;
02/10/2017;CO;2437;PILE TG. XXL;CAMICIA;1,000;
02/10/2017;CO;2437;SCARPA ALTA INVERNALE 696-43;SCARPA ALTA INVERNALE M;1,000;
02/10/2017;CO;2438;PANTALONE DA LAVORO TG. XL;SCARPA BASSA;3,000;
02/10/2017;CO;2438;PANTALONE DA LAVORO TG. XXL;SCARPA BASSA;1,000;
02/10/2017;CO;2438;PILE TG. XL;PILE S;1,000;
02/10/2017;CO;2438;PILE TG. XXL;PILE L;1,000;
02/10/2017;CO;2438;SCARPA ALTA INVERNALE 696-43;SCARPA ALTA INVERNALE M;1,000;
02/10/2017;CO;2439;PANTALONE DA LAVORO TG. L;SCARPA ALTA STONE M;1,000;
02/10/2017;CO;2439;PILE TG. L;SCARPA ALTA INVERNALE XL;1,000;
02/10/2017;CO;2439;SCARPA ALTA INVERNALE 696-44;SCARPA ALTA INVERNALE XL;1,000;
02/10/2017;CO;2440;SCARPA ALTA SCOTLAND S3/41;SCARPA ALTA SCOTLAND;1,000;
02/10/2017;CO;2441;CAMICIA FLANELLA TG. L;SCARPA ALTA INVERNALE M;1,000;
02/10/2017;CO;2441;CAMICIA FLANELLA TG. M;CAMICIA;2,000;
02/10/2017;CO;2441;CAMICIA FLANELLA TG. XL;CAMICIA;1,000;
02/10/2017;CO;2441;SCARPA ALTA STONE S3/41;SCARPA ALTA STONE M;1,000;
02/10/2017;CO;2441;SCARPA BASSA ROCK S3/40;SCARPA BASSA;1,000;
02/10/2017;CO;2441;SCARPA BASSA ROCK S3/42;SCARPA BASSA;1,000;
02/10/2017;CO;2441;SCARPA BASSA ROCK S3/44;SCARPA BASSA;1,000;
02/10/2017;CO;2442;PANTALONE DA LAVORO TG. L;PILE L;2,000;
02/10/2017;CO;2442;PANTALONE DA LAVORO TG. XXL;PANTALONE LAVORO S;1,000;
02/10/2017;CO;2442;PILE TG. L;PANTALONE LAVORO S;1,000;
02/10/2017;CO;2442;PILE TG. XL;PANTALONE LAVORO M;1,000;
02/10/2017;CO;2442;PILE TG. XXL;PANTALONE LAVORO M;1,000;
02/10/2017;CO;2442;SCARPA ALTA INVERNALE 696-43;SCARPA ALTA INVERNALE M;3,000;
02/10/2017;CO;2443;MAGLIETTA BIANCA TG. L;SCARPA ALTA INVERNALE S;2,000;
02/10/2017;CO;2443;PANTALONE DA LAVORO TG. M;SCARPA ALTA INVERNALE L;2,000;
02/10/2017;CO;2443;PILE TG. L;SCARPA ALTA INVERNALE M;2,000;
02/10/2017;CO;2444;CAMICIA FLANELLA TG. M;SCARPA BASSA;2,000;
02/10/2017;CO;2444;MAGLIETTA BIANCA TG. L;SCARPA BASSA;1,000;
02/10/2017;CO;2444;MAGLIETTA BIANCA TG. M;PANTALONE;1,000;
02/10/2017;CO;2444;PANTALONE DA LAVORO TG. M;SCARPA BASSA;1,000;
02/10/2017;CO;2444;PILE TG. L;PILE S;3,000;
02/10/2017;CO;2444;PILE TG. M;PANTALONE LAVORO S;1,000;
02/10/2017;CO;2444;SCARPA BASSA INVERNALE 300-41;SCARPA BASSA;3,000;
02/10/2017;CO;2444;SCARPA BASSA ROCK S3/42;SCARPA BASSA;1,000;
02/10/2017;CO;2445;PANTALONE DA LAVORO TG. M;PILE S;1,000;
02/10/2017;CO;2445;PILE TG. L;PILE S;1,000;
02/10/2017;CO;2445;SCARPA BASSA INVERNALE 300-43;SCARPA BASSA;1,000;
02/10/2017;CO;2446;PILE TG. L;PANTALONE LAVORO S;1,000;
02/10/2017;CO;2446;SCARPA BASSA ROCK S3/42;SCARPA BASSA;1,000;
02/10/2017;CO;2447;CAMICIA FLANELLA TG. XL;PANTALONE LAVORO M;3,000;
02/10/2017;CO;2447;MAGLIETTA BIANCA TG. XL;SCARPA ALTA INVERNALE L;2,000;
02/10/2017;CO;2447;PANTALONE DA LAVORO TG. M;SCARPA ALTA INVERNALE M;1,000;
02/10/2017;CO;2447;PILE TG. M;SCARPA ALTA INVERNALE XL;1,000;
02/10/2017;CO;2447;PILE TG. XL;PILE S;2,000;
02/10/2017;CO;2447;SCARPA ALTA INVERNALE 696-40;PANTALONE;1,000;
02/10/2017;CO;2448;CAMICIA FLANELLA TG. L;SCARPA BASSA;3,000;
02/10/2017;CO;2448;CAMICIA FLANELLA TG. XL;PILE S;2,000;
02/10/2017;CO;2448;MAGLIETTA BIANCA TG. L;PANTALONE LAVORO S;1,000;
02/10/2017;CO;2448;MAGLIETTA BIANCA TG. XL;SCARPA ALTA INVERNALE S;2,000;
02/10/2017;CO;2448;PILE TG. L;PILE S;3,000;
02/10/2017;CO;2448;PILE TG. XL;PILE L;2,000;
02/10/2017;CO;2448;SCARPA ALTA INVERNALE 696-41;PANTALONE LAVORO M;1,000;
02/10/2017;CO;2448;SCARPA ALTA INVERNALE 696-42;SCARPA ALTA INVERNALE L;1,000;
02/10/2017;CO;2448;SCARPA ALTA INVERNALE 696-44;SCARPA ALTA INVERNALE XL;1,000;
02/10/2017;CO;2448;SCARPA ALTA SCOTLAND S3/42;SCARPA ALTA SCOTLAND;1,000;
02/10/2017;CO;2448;SCARPA ALTA SCOTLAND S3/48;SCARPA ALTA SCOTLAND;1,000;
02/10/2017;CO;2448;STIVALE IN GOMMA GIALLO TG.44;STIVALE;1,000;
02/10/2017;CO;2449;PANTALONE DA LAVORO TG. L;PILE S;1,000;
02/10/2017;CO;2449;PANTALONE DA LAVORO TG. M;PANTALONE LAVORO S;1,000;
02/10/2017;CO;2449;PILE TG. L;PILE S;1,000;
02/10/2017;CO;2449;PILE TG. XL;STIVALE;1,000;
02/10/2017;CO;2449;SCARPA BASSA INVERNALE 300-42;SCARPA BASSA;1,000;
02/10/2017;CO;2449;SCARPA BASSA INVERNALE 300-43;SCARPA BASSA;1,000;
02/10/2017;CO;2450;PANTALONE DA LAVORO TG. XXL;PILE S;1,000;
02/10/2017;CO;2450;PILE TG. XXL;PILE L;1,000;
02/10/2017;CO;2450;SCARPA BASSA INVERNALE 300-45;SCARPA BASSA;1,000;
02/10/2017;CO;2451;CAMICIA FLANELLA TG. L;PANTALONE LAVORO M;2,000;
02/10/2017;CO;2451;CAMICIA FLANELLA TG. M;PANTALONE LAVORO L;2,000;
02/10/2017;CO;2451;CAMICIA FLANELLA TG. XL;PANTALONE LAVORO L;2,000;
02/10/2017;CO;2451;PANTALONE A.V. TG. XL;SCARPA ALTA INVERNALE L;1,000;
02/10/2017;CO;2451;PANTALONE DA LAVORO TG. L;SCARPA ALTA INVERNALE XL;5,000;
02/10/2017;CO;2451;PANTALONE DA LAVORO TG. M;SCARPA ALTA INVERNALE XL;7,000;
02/10/2017;CO;2451;PANTALONE DA LAVORO TG. XL;PANTALONE;4,000;
02/10/2017;CO;2451;PILE ALTA VISIBILITA' TG. L;GIUBBETTO;1,000;
02/10/2017;CO;2451;PILE TG. L;SCARPA ALTA INVERNALE L;2,000;
02/10/2017;CO;2451;PILE TG. M;PILE S;5,000;
02/10/2017;CO;2451;PILE TG. XL;PILE L;4,000;
02/10/2017;CO;2451;SCARPA ALTA INVERNALE 696-42;SCARPA ALTA INVERNALE L;3,000;
02/10/2017;CO;2451;SCARPA ALTA INVERNALE 696-43;SCARPA ALTA INVERNALE M;2,000;
02/10/2017;CO;2451;SCARPA ALTA INVERNALE 696-44;SCARPA ALTA INVERNALE XL;1,000;
02/10/2017;CO;2451;SCARPA ALTA INVERNALE 696-45;SCARPA ALTA INVERNALE XL;3,000;
02/10/2017;CO;2451;SCARPA ALTA SCOTLAND S3/43;SCARPA ALTA SCOTLAND;1,000;
02/10/2017;CO;2451;SCARPA ALTA STONE S3/40;SCARPA ALTA STONE S;1,000;
02/10/2017;CO;2451;SCARPA ALTA STONE S3/44;SCARPA ALTA STONE M;1,000;
02/10/2017;CO;2451;SCARPA ALTA STONE S3/45;SCARPA ALTA STONE L;1,000;
02/10/2017;CO;2451;SCARPA BASSA ROCK S3/44;SCARPA BASSA;1,000;
02/10/2017;CO;2452;CAMICIA FLANELLA TG. M;SCARPA ALTA INVERNALE S;3,000;
02/10/2017;CO;2452;PANTALONE DA LAVORO TG. L;SCARPA ALTA INVERNALE M;1,000;
02/10/2017;CO;2452;PANTALONE DA LAVORO TG. M;PILE S;3,000;
02/10/2017;CO;2452;PILE TG. L;PILE L;1,000;
02/10/2017;CO;2452;PILE TG. M;PANTALONE LAVORO M;1,000;
02/10/2017;CO;2452;SCARPA ALTA INVERNALE 696-40;PANTALONE LAVORO M;1,000;
02/10/2017;CO;2452;SCARPA BASSA INVERNALE 300-43;SCARPA BASSA;1,000;
02/10/2017;CO;2453;CAMICIA FLANELLA TG. M;SCARPA ALTA INVERNALE M;2,000;
02/10/2017;CO;2453;MAGLIETTA BIANCA TG. M;PILE S;2,000;
02/10/2017;CO;2453;PANTALONE DA LAVORO TG. M;PANTALONE LAVORO S;2,000;
02/10/2017;CO;2454;GIUBBETTO A.V. TG. XXL;SCARPA ALTA INVERNALE L;1,000;
02/10/2017;CO;2454;PANTALONE DA LAVORO TG. XL;PILE S;2,000;
02/10/2017;CO;2454;PILE TG. XXL;PANTALONE LAVORO S;2,000;
02/10/2017;CO;2455;PANTALONE DA LAVORO TG. XXL;SCARPA BASSA;1,000;
02/10/2017;CO;2455;PILE TG. XXL;PILE L;1,000;
02/10/2017;CO;2455;SCARPA ALTA INVERNALE 696-45;SCARPA ALTA INVERNALE XL;1,000;
02/10/2017;CO;2456;CAMICIA FLANELLA TG. XL;SCARPA ALTA INVERNALE M;1,000;
02/10/2017;CO;2456;PANTALONE DA LAVORO TG. L;SCARPA BASSA;3,000;
02/10/2017;CO;2456;PANTALONE DA LAVORO TG. M;STIVALE;4,000;
02/10/2017;CO;2456;PILE TG. L;PILE S;3,000;
02/10/2017;CO;2456;PILE TG. M;PILE S;3,000;
02/10/2017;CO;2456;PILE TG. XL;CAMICIA;1,000;
02/10/2017;CO;2456;SCARPA ALTA INVERNALE 696-41;SCARPA ALTA SCOTLAND;1,000;
02/10/2017;CO;2456;SCARPA ALTA INVERNALE 696-42;SCARPA ALTA INVERNALE L;4,000;
02/10/2017;CO;2456;SCARPA ALTA INVERNALE 696-43;SCARPA ALTA INVERNALE M;1,000;
02/10/2017;CO;2456;SCARPA ALTA INVERNALE 696-45;SCARPA ALTA INVERNALE XL;1,000;
02/10/2017;CO;2456;SCARPA ALTA STONE S3/43;SCARPA ALTA STONE M;1,000;
02/10/2017;CO;2457;PANTALONE DA LAVORO TG. L;PILE S;2,000;
02/10/2017;CO;2457;PANTALONE DA LAVORO TG. M;PILE S;4,000;
02/10/2017;CO;2457;PANTALONE DA LAVORO TG. XL;PILE L;1,000;
02/10/2017;CO;2457;PANTALONE DA LAVORO TG. XXL;PILE L;2,000;
02/10/2017;CO;2457;PILE TG. L;PANTALONE LAVORO M;1,000;
02/10/2017;CO;2457;PILE TG. M;PANTALONE LAVORO M;3,000;
02/10/2017;CO;2457;PILE TG. S;SCARPA ALTA INVERNALE S;1,000;
02/10/2017;CO;2457;PILE TG. XL;SCARPA ALTA INVERNALE M;2,000;
02/10/2017;CO;2457;PILE TG. XXL;SCARPA ALTA INVERNALE XL;2,000;
02/10/2017;CO;2457;SCARPA ALTA INVERNALE 696-41;PANTALONE;1,000;
02/10/2017;CO;2457;SCARPA ALTA INVERNALE 696-42;SCARPA ALTA INVERNALE L;1,000;
02/10/2017;CO;2457;SCARPA ALTA INVERNALE 696-43;SCARPA ALTA INVERNALE M;3,000;
02/10/2017;CO;2457;SCARPA ALTA INVERNALE 696-44;SCARPA ALTA INVERNALE XL;2,000;
02/10/2017;CO;2457;SCARPA ALTA SCOTLAND S3/41;SCARPA ALTA SCOTLAND;1,000;
02/10/2017;CO;2457;SCARPA BASSA INVERNALE 300-43;SCARPA BASSA;2,000;
02/10/2017;CO;2457;SCARPA BASSA INVERNALE 300-44;SCARPA BASSA;1,000;
02/10/2017;CO;2457;TUTA VERDE TG. XXL;TUTA;1,000;
02/10/2017;CO;2458;MAGLIETTA BIANCA TG. L;PANTALONE LAVORO L;1,000;
02/10/2017;CO;2458;SCARPA ALTA SCOTLAND S3/40;SCARPA ALTA SCOTLAND;1,000;
02/10/2017;CO;2458;SCARPA ALTA SCOTLAND S3/44;SCARPA ALTA SCOTLAND;1,000;
02/10/2017;CO;2458;SCARPA BASSA ROCK S3/40;SCARPA BASSA;1,000;
02/10/2017;CO;2459;PANTALONE DA LAVORO TG. L;SCARPA ALTA INVERNALE XL;2,000;
02/10/2017;CO;2459;PANTALONE DA LAVORO TG. M;SCARPA ALTA INVERNALE XL;3,000;
02/10/2017;CO;2459;PANTALONE DA LAVORO TG. XXL;PILE S;1,000;
02/10/2017;CO;2459;PILE TG. L;PILE S;2,000;
02/10/2017;CO;2459;PILE TG. M;PILE L;3,000;
02/10/2017;CO;2459;PILE TG. XXL;PILE L;1,000;
02/10/2017;CO;2459;SCARPA ALTA INVERNALE 696-40;PANTALONE LAVORO S;1,000;
02/10/2017;CO;2459;SCARPA ALTA INVERNALE 696-42;SCARPA ALTA INVERNALE L;2,000;
02/10/2017;CO;2459;SCARPA ALTA INVERNALE 696-43;SCARPA ALTA INVERNALE M;2,000;
02/10/2017;CO;2459;SCARPA ALTA INVERNALE 696-44;SCARPA ALTA INVERNALE XL;1,000;
02/10/2017;CO;2460;SCARPA BASSA INVERNALE 300-43;SCARPA BASSA;1,000;
02/10/2017;CO;2460;TUTA BIANCA TG. XXL;TUTA;1,000;
02/10/2017;CO;2461;CAMICIA FLANELLA TG. L;SCARPA ALTA INVERNALE M;1,000;
02/10/2017;CO;2461;MAGLIETTA BIANCA TG. L;SCARPA ALTA INVERNALE XL;1,000;
02/10/2017;CO;2461;PANTALONE DA LAVORO TG. L;PILE S;1,000;
02/10/2017;CO;2461;PANTALONE DA LAVORO TG. M;PANTALONE LAVORO S;1,000;
02/10/2017;CO;2461;SCARPA ASFALTISTA CHAGOS TG.42;SCARPA ASFALTISTA;1,000;
02/10/2017;CO;2461;SCARPA BASSA ROCK S3/43;SCARPA BASSA;1,000;
02/10/2017;CO;2461;STIVALE IN GOMMA GIALLO TG.42;STIVALE;1,000;
02/10/2017;CO;2461;TUTA A.V . TG. L;TUTA;1,000;
02/10/2017;CO;2462;CAMICIA FLANELLA TG. XL;SCARPA ALTA STONE L;1,000;
02/10/2017;CO;2462;MAGLIETTA BIANCA TG. L;MAGLIETTA;1,000;
02/10/2017;CO;2462;MAGLIETTA BIANCA TG. M;CAMICIA;1,000;
02/10/2017;CO;2462;MAGLIETTA BIANCA TG. XL;PANTALONE LAVORO M;5,000;
02/10/2017;CO;2462;PANTALONE DA LAVORO TG. L;SCARPA ALTA INVERNALE XL;3,000;
02/10/2017;CO;2462;PANTALONE DA LAVORO TG. M;SCARPA ALTA SCOTLAND;2,000;
02/10/2017;CO;2462;PANTALONE DA LAVORO TG. XL;PILE L;1,000;
02/10/2017;CO;2462;PILE TG. L;PANTALONE LAVORO S;4,000;
02/10/2017;CO;2462;PILE TG. M;SCARPA ALTA INVERNALE L;1,000;
02/10/2017;CO;2462;PILE TG. XL;PILE L;2,000;
02/10/2017;CO;2462;SCARPA ALTA INVERNALE 696-42;SCARPA ALTA INVERNALE L;2,000;
02/10/2017;CO;2462;SCARPA ALTA INVERNALE 696-43;SCARPA ALTA INVERNALE M;5,000;
02/10/2017;CO;2462;SCARPA ALTA SCOTLAND S3/41;SCARPA ALTA SCOTLAND;1,000;
02/10/2017;CO;2462;SCARPA ALTA SCOTLAND S3/43;SCARPA ALTA SCOTLAND;1,000;
02/10/2017;CO;2462;SCARPA ASFALTISTA CHAGOS TG.45;SCARPA ASFALTISTA;1,000;
02/10/2017;CO;2462;SCARPA BASSA INVERNALE 300-42;SCARPA BASSA;2,000;
02/10/2017;CO;2462;SCARPA BASSA ROCK S3/41;SCARPA BASSA;1,000;
02/10/2017;CO;2462;STIVALE IN GOMMA GIALLO TG.41;STIVALE;1,000;
02/10/2017;CO;2462;STIVALE IN GOMMA GIALLO TG.45;STIVALE;1,000;
02/10/2017;CO;2462;TUTA A.V . TG. XL;TUTA;2,000;
02/10/2017;CO;2462;TUTA VERDE TG. L;TUTA;2,000;
02/10/2017;CO;2462;TUTA VERDE TG. XXL;TUTA;1,000;
02/10/2017;CO;2463;MAGLIETTA BIANCA TG. XXL;SCARPA ALTA INVERNALE L;1,000;
02/10/2017;CO;2463;PANTALONE DA LAVORO TG. XL;PILE S;1,000;
02/10/2017;CO;2463;SCARPA ALTA INVERNALE 696-45;SCARPA ALTA INVERNALE XL;1,000;
02/10/2017;CO;2464;GIUBBETTO A.V. TG. M;SCARPA ALTA SCOTLAND;1,000;
