,client,status,CAMICIA,SCARPA ALTA INVERNALE M,PILE ARANCIO,SCARPA ALTA  HARD,SCARPA ALTA ASFALTISTA,PANTALONE LAVORO L,GIUBBETTO,SCARPA ALTA INVERNALE S,STIVALE,SCARPA ALTA STONE S,PILE S,PANTALONE LAVORO M,ELMETTO,PANTALONE JEANS M,SCARPA ALTA STONE M,PILE L,PILE ALTA VISIBILITA',SCARPA BASSA,MAGLIETTA,SCARPA ALTA INVERNALE XL,SCARPA ALTA INVERNALE L,FELPA,SCARPA ALTA STONE L,PANTALONE LAVORO S,PANTALONE ARANCIO,PANTALONE,PANTALONE JEANS S,SCARPA ASFALTISTA,TUTA,SCARPA BASSA STRONG,SCARPA ALTA SCOTLAND,PANTALONE JEANS L
546,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
547,CO,0,3,0,0,0,0,0,0,0,0,0,2,3,0,0,0,3,0,1,0,2,0,0,0,1,0,0,0,3,1,0,3,0
548,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
549,CO,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,CO,0,2,3,0,0,0,2,0,1,0,0,3,2,0,0,0,2,1,0,1,2,1,0,0,3,0,3,0,1,1,0,2,0
551,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,9,0,0,0,0,0,0,11,2,0,0,0,4,0,0,0,0,1
552,CO,0,0,2,0,0,0,0,2,1,0,0,4,2,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0
553,CO,0,0,2,0,0,0,0,3,0,0,0,2,2,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0
554,FI,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,7,0,0,0,0,0,0,6,0,0,0,4,1,0,5,0,0,0
555,CO,0,4,3,0,0,0,1,1,0,0,0,1,2,0,0,4,2,0,5,1,1,2,0,1,0,0,1,0,0,0,2,3,0
556,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
557,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,CO,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0
559,CO,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
560,FI,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,6,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,2
561,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
562,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
563,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
564,CO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
565,CO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
566,FI,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,9,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,2
567,FI,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
568,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,1
569,CO,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
570,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
571,CO,0,0,3,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0
572,CO,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,2,0,0
573,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2
574,CO,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,7,0,0,1,0,0,0,0,0,0,0,1,3,3,0
575,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0
576,CO,0,6,0,0,0,0,0,0,1,0,0,1,4,0,0,1,0,0,3,4,0,3,0,0,1,0,2,0,1,0,0,1,0
577,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
578,FI,0,0,0,0,0,0,0,0,0,0,2,0,0,2,7,9,0,0,0,0,0,0,12,1,0,0,0,4,0,0,0,0,1
579,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
580,FI,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0
581,CO,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,2,0,1,0,0,2,0,0,0,0,0,0,0,0
582,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
583,CO,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0
584,CO,0,4,1,0,0,0,0,0,1,2,0,3,6,0,0,2,3,4,1,0,1,0,0,0,5,0,1,0,2,1,0,3,0
585,CO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
586,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
587,CO,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0
588,CO,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
589,CO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
590,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1
591,CO,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0
592,CO,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,3,2,0,0,0,0,0,0,1,0,0,0,0
593,CO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
594,CO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
595,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
596,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
597,CO,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,3,0,1,0,0,1,2,0,0,0,0,0,0,0,0
598,CO,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,2,1,0,1,0
599,CO,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,3,0,1,0,0,0,0,0,0,1,0,0
600,CO,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
602,CO,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
603,CO,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
604,CO,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,1,0
605,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
606,CO,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0
607,CO,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
608,CO,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,0,1,3,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0
609,CO,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
610,CO,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0
611,CO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
612,CO,0,0,14,0,1,0,4,0,1,0,0,15,27,0,0,0,30,0,0,0,22,6,0,0,10,0,0,0,0,0,0,0,0
613,CO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,4,0,0,0,1,0,0,3,0
614,MI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0
615,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
616,CO,0,0,1,0,0,0,0,0,2,0,0,2,1,0,0,0,4,0,0,0,2,6,0,0,2,0,0,0,1,0,1,0,0
617,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
618,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1
619,CO,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,CO,0,7,2,0,0,0,0,0,0,0,0,4,0,0,0,3,4,1,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0
621,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
622,CO,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,CO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
624,CO,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
625,CO,0,0,1,0,0,0,2,0,0,0,0,2,3,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0
626,CO,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
627,CO,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,2,0,0,0,0
628,CO,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
629,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
630,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,3,0
631,CO,0,0,1,0,0,0,0,0,0,1,0,2,3,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
632,CO,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,1,1,0
633,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,0,2
634,CO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
635,CO,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
636,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,CO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,3,3,0,0,0,0,0,0,0,0,0,4,0
638,CO,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
639,CO,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
640,CO,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
641,CO,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
642,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,1
643,CO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
644,CO,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
645,CO,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0
646,CO,0,0,0,0,7,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
647,CO,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
648,CO,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0
649,MI,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,1,1,0,0,0,1,0,0,0,0,0,1,1,0
650,CO,0,2,2,0,0,0,0,0,1,0,0,2,3,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,2,0
651,CO,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,CO,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
653,CO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
654,MI,0,0,2,0,0,0,1,0,0,0,0,8,3,0,0,0,10,2,0,2,4,1,0,0,4,0,1,0,0,0,22,0,0
655,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
656,CO,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
657,MI,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
658,CO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
659,CO,0,4,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,6,5,4,0,0,3,0,0,0,0,0,0,0,0
660,FI,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0
661,CO,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
662,CO,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0
663,CO,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0
664,CO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
665,CO,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
666,CO,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,CO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
668,CO,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
669,CO,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
670,CO,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,0
671,CO,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,5,0,1,0,0,0,0,0,1,0,3,0,0,0,0
672,CO,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
673,CO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
674,FI,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0
675,CO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
676,CO,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
677,CO,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
678,CO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,11,1,1,0,0
679,CO,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
680,CO,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
681,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
682,CO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
683,CO,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,MI,0,6,1,0,0,0,0,0,3,0,0,5,3,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,2,0,2,0
685,CO,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
686,CO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0
687,MI,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0
688,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
689,MI,0,0,0,0,4,0,0,0,0,0,0,1,0,0,5,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,2,0
690,CO,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
691,CO,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
692,CO,0,3,3,0,0,0,1,0,0,0,0,6,1,0,0,2,4,0,6,1,1,0,0,0,4,0,0,0,0,0,0,0,0
693,CO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
694,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
695,CO,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,CO,0,4,0,0,0,0,0,0,0,0,0,3,2,0,0,4,2,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0
697,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
698,CO,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
699,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
700,CO,0,3,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0
701,CO,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
702,CO,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,CO,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,0
704,CO,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
705,CO,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
706,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0
707,CO,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,4,4,0,0,0,0,0,0,1,0,0,0,0
708,CO,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
709,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0
710,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
711,CO,0,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0
712,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0
713,CO,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0
714,CO,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,3,2,0,0,1,0,0,0,2,0,1,0,8,0,0,4,0
715,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
716,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
717,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
718,FI,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1
719,MI,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
720,CO,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
721,MI,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0
722,CO,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
723,CO,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,2,0,1,3,0,0,0,0,1,0,1,0,0,0,0,6,0
724,CO,0,0,2,0,0,0,1,0,2,0,0,4,2,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0
725,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
726,CO,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0
727,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
728,CO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
729,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
730,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
731,CO,0,0,4,0,0,0,1,0,1,0,0,4,2,0,0,0,3,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0
732,CO,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,3,0,0,0,0,0,0,0,8,0,0,3,0,4,0
733,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
734,FI,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,6,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,1
735,CO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
736,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
